loc_rowid,pl_name,host_name,sy_star_count,sy_planet_count,disc_method,disc_year,disc_facility,disc_telescope,disc_instrument,facility_count,telescope_count,instrument_count,pl_controv_flag,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_orbeccen,ttv_flag,st_temp_eff_k,st_temp_eff_k1,st_temp_eff_k2,st_radius,st_mass,st_metallicity,st_surf_gravity,rastr,ra,decstr,dec,sy_distance_pc,sy_vmag,sy_kmag,sy_gaiamag
932,HD 45364 b,HD 45364,1,2,Radial Velocity,2008,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,263,200,200,0,226.93,0.6813,8.97,0.8,59.4953,0.1872,Msini,0.1684,0,5434,20,-20,0.89,0.82,-0.17,4.38,06h25m38.54s,96.4105736,-31d28m51.61s,-31.4810037,34.354,8.08,6.316,7.88016
933,HD 45364 c,HD 45364,1,2,Radial Velocity,2008,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,263,200,200,0,342.85,0.8972,14.1,1.25,209.0915,0.6579,Msini,0.0974,0,5434,20,-20,0.89,0.82,-0.17,4.38,06h25m38.54s,96.4105736,-31d28m51.61s,-31.4810037,34.354,8.08,6.316,7.88016
934,HD 45652 b,HD 45652,1,1,Radial Velocity,2008,Haute-Provence Observatory,1.93 m Telescope,ELODIE Spectrograph,64,64,17,0,44.073,0.237,14.3,1.28,137.62039,0.433,Msini,0.607,0,5294,,,0.94,0.92,0.26,4.2,06h29m13.41s,97.3058709,+10d56m01.04s,10.9336212,34.8541,8.1,6.263,7.9118
935,HD 46375 b,HD 46375,2,1,Radial Velocity,2000,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,182,174,174,0,3.023573,0.0398,10,0.894,71.8,0.226,Msini,0.063,0,5285,,,0.91,0.92,0.24,4.53,06h33m12.74s,98.3030763,+05d27m45.03s,5.4625071,29.5529,7.91,6,7.69533
936,HD 47186 b,HD 47186,1,2,Radial Velocity,2008,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,263,200,200,0,4.0845,0.05,5.02,0.448,22.2481,0.07,Msini,0.04,0,5657,9,-9,1.08,0.96,0.24,4.36,06h36m08.81s,99.0367212,-27d37m24.34s,-27.6234285,37.4574,7.63,6.005,7.44897
937,HD 47186 c,HD 47186,1,2,Radial Velocity,2008,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,263,200,200,0,1353.6,2.395,13,1.16,111.42,0.35061,Msini,0.249,0,5657,9,-9,1.08,0.96,0.23,4.36,06h36m08.81s,99.0367212,-27d37m24.34s,-27.6234285,37.4574,7.63,6.005,7.44897
938,HD 4732 b,HD 4732,2,2,Radial Velocity,2012,Multiple Observatories,Multiple Telescopes,Multiple Instruments,188,226,218,0,360.2,1.19,13.3,1.19,753.23,2.37,Msini,0.13,0,4959,25,-25,5.4,1.74,0.01,3.16,00h49m14.04s,12.3085089,-24d08m12.87s,-24.1369079,54.7841,5.9,3.691,5.6509
939,HD 4732 c,HD 4732,2,2,Radial Velocity,2012,Multiple Observatories,Multiple Telescopes,Multiple Instruments,188,226,218,0,2732,4.6,13.3,1.19,753.23,2.37,Msini,0.23,0,4959,25,-25,5.4,1.74,0.01,3.16,00h49m14.04s,12.3085089,-24d08m12.87s,-24.1369079,54.7841,5.9,3.691,5.6509
940,HD 47366 b,HD 47366,1,2,Radial Velocity,2016,Okayama Astrophysical Observatory,1.88 m Telescope,HIDES Echelle Spectrograph,31,31,31,0,359.15,1.28,13.3,1.19,731.009,2.3,Msini,0.06,0,4914,100,-100,6.2,2.19,-0.07,3.1,06h37m40.80s,99.4200181,-12d59m08.37s,-12.9856593,84.3552,6.11151,4.055,5.83869
941,HD 47366 c,HD 47366,1,2,Radial Velocity,2016,Okayama Astrophysical Observatory,1.88 m Telescope,HIDES Echelle Spectrograph,31,31,31,0,682.85,1.97,13.4,1.2,597.5204,1.88,Msini,0.1,0,4914,100,-100,6.2,2.19,-0.07,3.1,06h37m40.80s,99.4200181,-12d59m08.37s,-12.9856593,84.3552,6.11151,4.055,5.83869
942,HD 47536 b,HD 47536,1,1,Radial Velocity,2002,La Silla Observatory,1.52 m ESO Telescope,FEROS Spectrograph,263,1,4,0,712.13,1.93,12.6,1.13,2330,7.32,Msini,0.2,0,4380,,,23.47,2.1,-0.65,2.13,06h37m47.75s,99.448958,-32d20m22.03s,-32.3394531,122.536,5.25,2.383,4.88004
943,HD 4760 b,HD 4760,1,1,Radial Velocity,2021,Multiple Observatories,Multiple Telescopes,Multiple Instruments,188,226,218,0,434,1.14,12.3,1.1,4417.837,13.9,Msini,0.23,0,4076,15,-15,42.4,1.05,-0.91,1.62,00h49m39.88s,12.4161652,+06d24m25.71s,6.4071412,537.873,7.51,3.993,6.98504
944,HD 48265 b,HD 48265,1,1,Radial Velocity,2008,Las Campanas Observatory,6.5 m Magellan II Clay Telescope,MIKE Spectrograph,29,26,9,0,778.51,1.814,13.5,1.21,484.69075,1.525,Msini,0.211,0,5733,55,-55,1.9,1.31,0.3,3.97,06h40m01.77s,100.0073683,-48d32m30.58s,-48.5418284,90.5446,8.05,6.449,7.87925
945,HD 4917 b,HD 4917,1,1,Radial Velocity,2018,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,182,174,174,0,400.5,1.167,13.5,1.21,513.29545,1.615,Msini,0.066,0,4802,,,5.01,1.32,0.18,2.97,00h51m06.30s,12.7762624,-12d55m39.59s,-12.9276648,204.277,8.03,5.61,7.74877
946,HD 49674 b,HD 49674,1,1,Radial Velocity,2002,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,182,174,174,0,4.94737,0.06,6.2,0.553,31.783,0.1,Msini,0.09,0,5602,21,-21,1.02,1.03,0.32,4.44,06h51m30.56s,102.8773483,+40d52m02.02s,40.8672284,43.0399,8.1,6.432,7.91841
947,HD 50499 b,HD 50499,1,2,Radial Velocity,2005,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,182,174,174,0,2447.1,3.833,13.5,1.2,519.96988,1.636,Msini,0.266,0,6102,54,-54,1.35,1.25,0.26,4.25,06h52m01.94s,103.008075,-33d54m54.96s,-33.915267,46.2845,7.21,5.836,7.0564
948,HD 50499 c,HD 50499,1,2,Radial Velocity,2019,La Silla Observatory,1.2 m Leonhard Euler Telescope,CORALIE Spectrograph,263,53,53,0,8619.9,9.02,13.2,1.17,931.2419,2.93,Msini,0,0,6099,43,-43,1.42,1.31,0.38,4.42,06h52m01.94s,103.008075,-33d54m54.96s,-33.915267,46.2845,7.21,5.836,7.0564
949,HD 50554 b,HD 50554,1,1,Radial Velocity,2002,Lick Observatory,0.6 m Coude Auxiliary Telescope,Hamilton Echelle Spectrograph,35,4,34,0,1293,2.353,12.9,1.15,1574.464,4.954,Msini,0.501,0,5987,70,-70,1.02,1.04,-0.04,4.33,06h54m42.79s,103.678273,+24d14m42.51s,24.2451409,31.1664,6.8561,5.467,6.69786
950,HD 51608 b,HD 51608,1,2,Radial Velocity,2019,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,263,200,200,0,14.0726,0.1059,3.62,0.323,12.77,0.0402,Msini,0.09,0,5358,22,-22,0.92,0.8,-0.07,4.36,06h54m51.29s,103.7137102,-55d15m36.07s,-55.2600189,35.0553,8.17,6.328,7.96058
951,HD 51608 c,HD 51608,1,2,Radial Velocity,2019,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,263,200,200,0,95.9446,0.3809,3.87,0.346,14.31,0.045,Msini,0.14,0,5358,22,-22,0.92,0.8,-0.07,4.36,06h54m51.29s,103.7137102,-55d15m36.07s,-55.2600189,35.0553,8.17,6.328,7.96058
952,HD 52265 b,HD 52265,1,1,Radial Velocity,2000,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,182,174,174,0,119.27,0.52,13.7,1.22,384.5743,1.21,Msini,0.27,0,6136,,,1.32,1.2,0.21,4.36,07h00m17.91s,105.0746449,-05d22m00.53s,-5.3668142,29.9803,6.29351,4.953,6.15257
953,HD 5278 b,HD 5278,1,2,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,205,205,205,0,14.339156,0.1202,2.45,0.219,7.8,0.02454,Mass,0.08,0,6203,64,-64,1.19,1.13,-0.12,4.5,00h50m11.23s,12.5467785,-83d44m37.56s,-83.7437671,57.5846,7.94,6.605,7.80375
954,HD 5278 c,HD 5278,1,2,Radial Velocity,2021,Paranal Observatory,8.2 m ESO VLT UT3 Melipal Telescope,ESPRESSO,37,10,2,0,40.87,0.2416,4.49,0.401,18.4,0.05789,Msini,0.07,0,6203,64,-64,1.19,1.13,-0.12,4.5,00h50m11.23s,12.5467785,-83d44m37.56s,-83.7437671,57.5846,7.94,6.605,7.80375
955,HD 5319 b,HD 5319,1,2,Radial Velocity,2007,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,182,174,174,0,637.1,1.57,13.5,1.21,494.54348,1.556,Msini,0.092,0,4871,,,4.06,1.27,0.15,3.26,00h55m01.39s,13.7558096,+00d47m21.63s,0.7893425,121.405,8.05,5.699,7.77238
956,HD 5319 c,HD 5319,1,2,Radial Velocity,2014,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,182,174,174,0,872.2,1.93,13.8,1.23,334.67499,1.053,Msini,0.183,0,4871,,,4.06,1.27,0.15,3.26,00h55m01.39s,13.7558096,+00d47m21.63s,0.7893425,121.405,8.05,5.699,7.77238
957,HD 55696 b,HD 55696,1,1,Radial Velocity,2018,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,182,174,174,0,1827,3.18,13,1.16,1230.0021,3.87,Msini,0.705,0,6012,,,1.52,1.29,0.37,4.03,07h12m14.93s,108.0622029,-38d10m28.70s,-38.174639,77.9693,7.95,6.591,7.81135
958,HD 5583 b,HD 5583,1,1,Radial Velocity,2016,Roque de los Muchachos Observatory,3.58 m Telescopio Nazionale Galileo,HARPS-N Spectrograph,24,24,23,0,139.35,0.53,12.8,1.14,1837.0574,5.78,Msini,0.076,0,4830,45,-45,9.09,1.01,-0.5,2.53,00h57m56.87s,14.486946,+34d59m07.19s,34.9853306,219.216,7.604,5.221,7.30769
959,HD 5608 b,HD 5608,1,1,Radial Velocity,2012,Okayama Astrophysical Observatory,1.88 m Telescope,HIDES Echelle Spectrograph,31,31,31,0,779.9,1.911,13.5,1.2,534.27223,1.681,Msini,0.056,0,4877,,,5.14,1.53,0.14,3.19,00h58m14.26s,14.5594349,+33d57m02.08s,33.9505774,58.1105,6.00272,3.826,5.72695
960,HD 564 b,HD 564,1,1,Radial Velocity,2014,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,263,200,200,0,492.3,1.2,12.5,1.12,104.88,0.33,Msini,0.096,0,5902,61,-61,1.01,0.96,-0.2,4.53,00h09m52.67s,2.4694459,-50d16m04.44s,-50.2678998,51.1659,8.32,6.893,8.17077
961,HD 5891 b,HD 5891,1,1,Radial Velocity,2011,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,182,174,174,0,177.11,0.64,12.6,1.13,2425.0429,7.63,Msini,0.07,0,4673,123,-123,10.64,1.93,-0.37,2.67,01h00m33.20s,15.1383168,+20d17m32.33s,20.2923139,283.502,8.09,5.621,7.79825
962,HD 59686 A b,HD 59686 A,2,1,Radial Velocity,2016,Lick Observatory,Coude Auxiliary Telescope,Hamilton Echelle Spectrograph,35,3,34,0,299.36,1.086,12.7,1.13,2199.3836,6.92,Msini,0.05,0,4658,24,-24,13.2,1.9,0.15,2.49,07h31m48.45s,112.9518629,+17d05m08.59s,17.0857195,89.2721,5.44299,2.922,5.13228
963,HD 60292 b,HD 60292,1,1,Radial Velocity,2020,Bohyunsan Optical Astronomical Observatory,1.8 m Telescope,BOES Echelle Spectrograph,19,19,19,0,495.4,1.5,12.7,1.13,2065.895,6.5,Msini,0.27,0,4348,28,-28,27,1.7,-0.17,1.9,07h38m28.84s,114.6201698,+66d14m06.19s,66.2350517,315.211,6.94657,3.926,6.53238
964,HD 60532 b,HD 60532,1,2,Radial Velocity,2008,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,263,200,200,0,201.9,0.77,13.8,1.23,336.8998,1.06,Msini,0.26,0,6245,80,-80,2.57,1.5,-0.26,3.8,07h34m03.14s,113.5130656,-22d17m45.12s,-22.2958661,25.9716,4.44,3.355,4.30793
965,HD 60532 c,HD 60532,1,2,Radial Velocity,2008,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,263,200,200,0,600.1,1.6,13.3,1.18,797.7533,2.51,Msini,0.03,0,6245,80,-80,2.57,1.5,-0.26,3.8,07h34m03.14s,113.5130656,-22d17m45.12s,-22.2958661,25.9716,4.44,3.355,4.30793
966,HD 62509 b,HD 62509,1,1,Radial Velocity,2006,Multiple Observatories,Multiple Telescopes,Multiple Instruments,188,226,218,0,589.64,1.64,13.3,1.19,731,2.3,Msini,0.02,0,4892.63,10.22,-10.22,8.9,2,0.103,2.78,07h45m18.92s,116.328824,+28d01m34.06s,28.026127,10.34,1.12512,-0.936,
967,HD 63433 b,HD 63433,1,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,205,205,205,0,7.10793,0.0719,2.15,0.192,5.27,0.0166,M-R relationship,0,0,5640,74,-74,0.91,0.99,0.017,4.53,07h49m55.05s,117.4793699,+27d21m47.28s,27.3631342,22.4035,6.92035,5.258,6.71831
968,HD 63433 c,HD 63433,1,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,205,205,205,0,20.5453,0.1458,2.67,0.238,7.61,0.0239,M-R relationship,0,0,5640,74,-74,0.91,0.99,0.017,4.53,07h49m55.05s,117.4793699,+27d21m47.28s,27.3631342,22.4035,6.92035,5.258,6.71831
969,HD 63454 b,HD 63454,1,1,Radial Velocity,2005,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,263,200,200,0,2.81805,0.04,12.31,1.098,79.4575,0.25,Msini,0,0,4812,28,-28,0.77,0.42,0.1,4.28,07h39m21.75s,114.8406393,-78d16m44.93s,-78.2791464,37.6894,9.37,6.998,9.05402
970,HD 63765 b,HD 63765,1,1,Radial Velocity,2009,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,263,200,200,0,358,0.94,14.2,1.27,168.4499,0.53,Msini,0.24,0,5449,11,-11,0.83,0.65,-0.16,4.41,07h47m49.98s,116.9582617,-54d15m55.24s,-54.265345,32.5376,8.1,6.316,7.90983
971,HD 63935 b,HD 63935,1,2,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,205,205,205,0,9.058811,,2.99,0.267,10.8,0.03398,Mass,0,0,5534,100,-100,0.96,0.93,0.07,4.38,07h51m41.91s,117.9246417,+09d23m06.87s,9.3852412,48.9739,8.58,6.881,8.39353
972,HD 63935 c,HD 63935,1,2,Radial Velocity,2021,Multiple Observatories,Multiple Telescopes,Multiple Instruments,188,226,218,0,21.4023,,2.9,0.259,11.1,0.03492,Mass,0,0,5534,100,-100,0.96,0.93,0.07,4.38,07h51m41.91s,117.9246417,+09d23m06.87s,9.3852412,48.9739,8.58,6.881,8.39353
973,HD 64114 b,HD 64114,1,1,Radial Velocity,2019,Las Campanas Observatory,6.5 m Magellan II Clay Telescope,Carnegie Planet Finder Spectrograph,29,26,16,0,45.791,0.246,4.41,0.393,17.8,0.056,Msini,0.12,0,5676,32,-87,0.88,0.95,,4.52,07h51m55.81s,117.982556,-11d02m01.40s,-11.0337221,31.5262,7.71,6.046,7.52581
974,HD 64121 b,HD 64121,1,1,Radial Velocity,2022,La Silla Observatory,1.2 m Leonhard Euler Telescope,CORALIE Spectrograph,263,53,53,0,623,1.51,13.2,1.18,813.64072,2.56,Msini,0.11,0,5078,22,-22,5.44,1.64,-0.21,3.19,07h49m27.63s,117.3651424,-54d48m45.41s,-54.8126136,129.966,7.43,5.244,7.17872
975,HD 6434 b,HD 6434,1,1,Radial Velocity,2003,La Silla Observatory,1.2 m Leonhard Euler Telescope,CORALIE Spectrograph,263,53,53,0,21.998,0.14,14.2,1.27,155.7367,0.49,Msini,0.17,0,5769,14,-14,1.12,1.1,-0.55,4.38,01h04m39.92s,16.1663441,-39d29m25.77s,-39.4904909,42.358,7.72,6.187,7.5609
976,HD 65216 b,HD 65216,3,2,Radial Velocity,2003,La Silla Observatory,1.2 m Leonhard Euler Telescope,CORALIE Spectrograph,263,53,53,0,577.6,1.301,13.6,1.22,411.58985,1.295,Msini,0.27,0,5612,,,0.88,0.87,-0.168,4.44,07h53m41.03s,118.4209646,-63d38m48.08s,-63.6466892,35.1205,7.97,6.329,7.7943
977,HD 65216 c,HD 65216,3,2,Radial Velocity,2013,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,263,200,200,0,5370,5.75,13.4,1.19,645.1949,2.03,Msini,0.17,0,5612,,,0.89,0.87,-0.168,4.44,07h53m41.03s,118.4209646,-63d38m48.08s,-63.6466892,35.1205,7.97,6.329,7.7943
978,HD 66141 b,HD 66141,1,1,Radial Velocity,2012,Bohyunsan Optical Astronomical Observatory,1.8 m Telescope,BOES Echelle Spectrograph,19,19,19,0,480.5,1.2,12.8,1.14,1906.9,6,Msini,0.07,0,4323,15,-15,21.4,1.1,-0.323,1.78,08h02m15.91s,120.5662825,+02d20m06.10s,2.3350265,68.1509,4.37821,1.447,3.97926
979,HD 66428 b,HD 66428,1,2,Radial Velocity,2005,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,182,174,174,0,2263.12,3.467,13.1,1.17,1018.32732,3.204,Msini,0.493,0,5773,23,-23,1.1,1.08,0.23,4.36,08h03m28.60s,120.8691654,-01d09m48.97s,-1.1636019,53.2817,8.25,6.66,8.08142
980,HD 66428 c,HD 66428,1,2,Radial Velocity,2021,Multiple Observatories,Multiple Telescopes,Multiple Instruments,188,226,218,0,,23,11.9,1.07,8581.36699,27,Msini,0.32,0,5647.6,94.33,-94.33,1.17,1.05,0.271,4.32,08h03m28.60s,120.8691654,-01d09m48.97s,-1.1636019,53.2817,8.25,6.66,8.08142
981,HD 67087 b,HD 67087,1,2,Radial Velocity,2015,Multiple Observatories,Multiple Telescopes,Multiple Instruments,188,226,218,0,352.2,1.08,13.1,1.17,973,3.06,Msini,0.17,0,6330,47,-47,1.55,1.36,0.25,4.19,08h07m39.74s,121.9155672,+31d33m04.16s,31.5511553,76.5217,8.05,6.866,7.92235
982,HD 67087 c,HD 67087,1,2,Radial Velocity,2015,Multiple Observatories,Multiple Telescopes,Multiple Instruments,188,226,218,0,2374,3.86,12.9,1.15,1540,4.85,Msini,0.76,0,6330,47,-47,1.55,1.36,0.25,4.19,08h07m39.74s,121.9155672,+31d33m04.16s,31.5511553,76.5217,8.05,6.866,7.92235
983,HD 6718 b,HD 6718,1,1,Radial Velocity,2009,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,263,200,200,0,2496,3.55,13.5,1.2,533.9544,1.68,Msini,0.1,0,5801,41,-41,0.95,1.08,-0.03,4.51,01h07m48.86s,16.9536005,-08d14m01.02s,-8.2336165,51.3444,8.45,6.876,8.28147
984,HD 68402 b,HD 68402,1,1,Radial Velocity,2016,Multiple Observatories,Multiple Telescopes,Multiple Instruments,188,226,218,0,1103,2.18,13.1,1.17,975.7381,3.07,Msini,0.03,0,5950,100,-100,1.02,1.12,0.29,4.47,08h05m23.39s,121.3474609,-74d24m36.26s,-74.4100732,78.4293,9.11,7.697,8.95443
985,HD 68988 b,HD 68988,1,2,Radial Velocity,2001,Multiple Observatories,Multiple Telescopes,Multiple Instruments,188,226,218,0,6.27711,0.07,13.4,1.2,626.1251,1.97,Msini,0.12,0,5932,23,-23,1.19,1.28,0.35,4.4,08h18m22.45s,124.5935429,+61d27m39.07s,61.4608518,60.8447,8.2,6.743,8.04611
986,HD 68988 c,HD 68988,1,2,Radial Velocity,2021,Multiple Observatories,Multiple Telescopes,Multiple Instruments,188,226,218,0,,13.2,12.3,1.09,4767.4261,15,Msini,0.45,0,5883.41,103.85,-103.85,1.26,1.17,0.305,4.31,08h18m22.45s,124.5935429,+61d27m39.07s,61.4608518,60.8447,8.2,6.743,8.04611
987,HD 69123 b,HD 69123,1,1,Radial Velocity,2022,La Silla Observatory,1.2 m Leonhard Euler Telescope,CORALIE Spectrograph,263,53,53,0,1193.3,2.482,13.1,1.17,966.19836,3.04,Msini,0.19,0,4842,41,-41,7.72,1.68,0.05,2.86,08h14m13.20s,123.55499,-35d29m23.73s,-35.4899246,75.116,5.77,3.586,5.49555
988,HD 69830 b,HD 69830,1,3,Radial Velocity,2006,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,263,200,200,0,8.667,0.0785,3.17,0.283,10.2,0.0321,Msini,0.1,0,5385,20,-20,0.89,0.86,-0.05,4.49,08h18m24.24s,124.6010091,-12d38m11.13s,-12.6364246,12.5591,5.96004,4.165,5.75392
989,HD 69830 c,HD 69830,1,3,Radial Velocity,2006,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,263,200,200,0,31.56,0.186,3.46,0.309,11.8,0.0371,Msini,0.13,0,5385,20,-20,0.89,0.86,-0.05,4.49,08h18m24.24s,124.6010091,-12d38m11.13s,-12.6364246,12.5591,5.96004,4.165,5.75392
990,HD 69830 d,HD 69830,1,3,Radial Velocity,2006,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,263,200,200,0,197,0.63,4.45,0.397,18.1,0.057,Msini,0.07,0,5385,20,-20,0.89,0.86,-0.05,4.49,08h18m24.24s,124.6010091,-12d38m11.13s,-12.6364246,12.5591,5.96004,4.165,5.75392
991,HD 70573 b,HD 70573,1,1,Radial Velocity,2007,La Silla Observatory,2.2 m MPG/ESO Telescope,FEROS Spectrograph,263,2,4,0,851.8,1.76,12.8,1.14,1900,6.1,Msini,0.4,0,5737,70,-70,0.98,1,-0.18,4.59,08h22m49.90s,125.7079153,+01d51m32.79s,1.8591088,59.182,8.667,7.191,8.54261
992,HD 70642 b,HD 70642,1,1,Radial Velocity,2003,Anglo-Australian Telescope,3.9 m Anglo-Australian Telescope,UCLES Spectrograph,37,37,37,0,2124.54,3.318,13.4,1.19,633.43519,1.993,Msini,0.175,0,5732,23,-23,0.98,1.08,0.22,4.46,08h21m27.87s,125.3661079,-39d42m16.00s,-39.7044432,29.276,7.17,5.574,6.99211
993,HD 7199 b,HD 7199,1,1,Radial Velocity,2011,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,263,200,200,0,615,1.36,11.1,0.993,85.8141,0.27,Msini,0.19,0,5371,28,-28,0.97,0.77,0.32,4.35,01h10m47.50s,17.6979344,-66d11m19.30s,-66.1886947,36.1531,8.06,6.229,7.83743
994,HD 72490 b,HD 72490,1,1,Radial Velocity,2018,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,182,174,174,0,858,1.88,13.5,1.2,561.92344,1.768,Msini,0.124,0,4934,,,4.96,1.21,-0.13,3.21,08h33m36.68s,128.4028287,+13d33m02.59s,13.5507189,126.339,7.82,5.614,7.57415
995,HD 72659 b,HD 72659,1,1,Radial Velocity,2002,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,182,174,174,0,3658,4.75,13,1.16,1223.6455,3.85,Msini,0.22,0,5932,19,-19,1.46,1.43,-0.02,4.27,08h34m03.07s,128.5128072,-01d34m07.08s,-1.5686323,51.8949,7.46,5.982,7.3107
996,HD 72892 b,HD 72892,1,1,Radial Velocity,2016,Multiple Observatories,Multiple Telescopes,Multiple Instruments,188,226,218,0,39.475,0.228,12.8,1.14,1732.1735,5.45,Msini,0.423,0,5688,100,-100,1.22,1.02,0.25,4.27,08h34m52.69s,128.7195554,-14d27m26.75s,-14.4574311,69.7311,8.83,7.216,8.6469
997,HD 73267 b,HD 73267,1,1,Radial Velocity,2008,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,263,200,200,0,1245.36,2.187,13.1,1.17,984.31951,3.097,Msini,0.23,0,5387,10,-10,0.91,0.9,0.07,4.45,08h36m17.64s,129.0735123,-34d27m34.01s,-34.4594469,50.4093,8.9,7.062,8.67835
998,HD 73526 b,HD 73526,1,2,Radial Velocity,2002,Anglo-Australian Telescope,3.9 m Anglo-Australian Telescope,UCLES Spectrograph,37,37,37,0,188.3,0.65,13.1,1.17,978.9164,3.08,Msini,0.19,0,5601,24,-24,1.53,1.14,0.22,4.12,08h37m16.40s,129.318331,-41d19m06.32s,-41.3184231,97.2396,8.99,7.302,8.79682
999,HD 73526 c,HD 73526,1,2,Radial Velocity,2005,Anglo-Australian Telescope,3.9 m Anglo-Australian Telescope,UCLES Spectrograph,37,37,37,0,379.1,1.03,13.3,1.19,715.09,2.25,Msini,0.28,0,5633,15,-15,1.53,1.01,0.232,4.2,08h37m16.40s,129.318331,-41d19m06.32s,-41.3184231,97.2396,8.99,7.302,8.79682
1000,HD 73534 b,HD 73534,1,1,Radial Velocity,2008,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,182,174,174,0,1750,2.99,13.7,1.23,353.42696,1.112,Msini,0.126,0,4917,,,2.58,1.16,0.232,3.6,08h39m15.68s,129.8153421,+12d57m35.89s,12.9599703,83.3321,8.23,5.962,7.95707
1001,HD 73583 b,HD 73583,1,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,205,205,205,0,6.398042,0.0604,2.79,0.249,10.2,0.03209,Mass,0.09,0,4511,110,-110,0.65,0.73,0,4.62,08h38m45.19s,129.6883026,-13d15m23.50s,-13.2565267,31.5666,9.67,6.948,9.27033
1002,HD 73583 c,HD 73583,1,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,205,205,205,0,18.87974,0.1242,2.39,0.213,9.7,0.03052,Mass,0.08,0,4511,110,-110,0.65,0.73,0,4.62,08h38m45.19s,129.6883026,-13d15m23.50s,-13.2565267,31.5666,9.67,6.948,9.27033
1003,HD 74156 b,HD 74156,1,2,Radial Velocity,2003,Haute-Provence Observatory,1.93 m Telescope,ELODIE Spectrograph,64,64,17,0,51.645,0.292,13.4,1.2,572.07,1.8,Msini,0.627,0,6068,44,-44,1.51,1.24,0.11,4.14,08h42m25.15s,130.6047813,+04d34m38.04s,4.5772338,57.603,7.61,6.209,7.46934
1004,HD 74156 c,HD 74156,1,2,Radial Velocity,2003,Haute-Provence Observatory,1.93 m Telescope,ELODIE Spectrograph,64,64,17,0,2473,3.85,12.6,1.12,2561.6,8.06,Msini,0.432,0,6068,44,-44,1.51,1.24,0.11,4.14,08h42m25.15s,130.6047813,+04d34m38.04s,4.5772338,57.603,7.61,6.209,7.46934
1005,HD 7449 b,HD 7449,2,1,Radial Velocity,2011,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,263,200,200,0,1255.5,2.38,14.2,1.27,161.45764,0.508,Msini,0.92,0,6024,,,0.97,1.05,-0.105,4.51,01h14m29.15s,18.621465,-05d02m52.70s,-5.0479716,38.662,7.5,6.084,7.34996
1006,HD 75289 b,HD 75289,2,1,Radial Velocity,1999,La Silla Observatory,1.2 m Leonhard Euler Telescope,CORALIE Spectrograph,263,53,53,0,3.50927,0.05,14.2,1.27,155.7367,0.49,Msini,0.03,0,6117,16,-16,1.23,1.29,0.26,4.37,08h47m40.36s,131.9181715,-41d44m15.99s,-41.7377748,29.1158,6.35,5.012,6.21047
